GAME_DATE,LAST_NAME,FIRST_NAME,FULL NAME,DRAFTED?,Tier,ROUND,PICK,TEAM,POSITION1,POSITION2,CLASS,SCOUT_NAME,PLAYER_SCHOOL,CONFERENCE,HEIGHT_IN,WEIGHT,THROWING_SIDE_R_L,BATTING_SIDE_R_L_S,OPPONENT_SCHOOL,OPPONENT_CONFERENCE,GAME,INNINGS_PITCHED,PITCHES_TOTAL,HITS_ALLOWED,RUNS_ALLOWED,STOLEN_BASES_ALLOWED,WALKS,GROUNDOUTS,FLYOUTS,STRIKE_BALL_PERCENTAGE,HITS_ALLOWED_LEFT_SIDE,HITS_ALLOWED_MIDDLE,HITS_ALLOWED_RIGHT_SIDE,FASTBALL_VELO_MIN,FASTBALL_VELO_MAX,TOTAL_SWINGS_FASTBALL,SWINGS_AND_MISSES_FASTBALL,CHASE_SWINGS_FASTBALL,HARD_CONTACT_FASTBALL,BREAKING_BALL_VELO_MIN,BREAKING_BALL_VELO_MAX,TOTAL_SWINGS_BREAKING_BALL,SWINGS_AND_MISSES_BREAKING_BALL,CHASE_SWINGS_BREAKING_BALL,HARD_CONTACT_BREAKING_BALL,THIRD_PITCH_VELO_MIN,THIRD_PITCH_VELO_MAX,TOTAL_SWINGS_THIRD_PITCH,SWINGS_AND_MISSES_THIRD_PITCH,CHASE_SWINGS_THIRD_PITCH,HARD_CONTACT_THIRD_PITCH,FOURTH_PITCH_VELO_MIN,FOURTH_PITCH_VELO_MAX,SWING_FOURTH,SWING_MISS_FOURTH,CHASE_FOURTH,HARD_FOURTH,PRESENT_FASTBALL_GRADE_20_80,PRESENT_CURVE_GRADE_20_80,PRESENT_SLIDER_GRADE_20_80,PRESENT_CHANGE_GRADE_20_80,PRESENT_OTHER_GRADE_20_80,PRESENT_CONTROL_GRADE_20_80,FUTURE_FASTBALL_GRADE_20_80,FUTURE_CURVE_GRADE_20_80,FUTURE_SLIDER_GRADE_20_80,FUTURE_CHANGE_GRADE_20_80,FUTURE_OTHER_GRADE_20_80,FUTURE_CONTROL_GRADE_20_80,FB_PITCH_TYPE,BB_PITCH_TYPE,THIRD_PITCH_TYPE,FOURTH_PITCH_TYPE,COMMENTS,PLAYERID,SCHOOLID,SCOUTID,GAMEKEY,AVG Grade
02/02/2018,Milaci,Robert,"Milaci, Robert",N,5,-,-,-,P,,Jr.,Greg Jenkins,Arizona Christian University,GSAC,74,215,R,R,Westmont College,GSAC,Westmont College_at_Arizona Christian University,5,,7,6,0,2,6,3,59.4,4,1,1,86,94,24,6,5,6,76,83,4,3,2,0,77,81,1,1,0,0,,,,,,,35,35,,20,,45,55,45,,40,,50,,,,,,32,30,116,,33
04/29/2018,Spear,Nate,"Spear, Nate",N,5,-,-,-,P,,Fr.,Griffin Mitchell,Colorado State University-Pueblo,Mountain West Conference,73,195,R,L,"University of Colorado, Colorado Springs",Mountain West Conference,"Colorado State University-Pueblo_AT_University of Colorado, Colorado Springs_04/29/2018",4,55,1,0,0,2,3,2,52.70%,1,0,0,82,86,13,6,1,2,73,79,5,2,2,0,,,,,,,,,,,,,30,30,,,,35,40,30,,,,40,4-Seam,Curveball,,,,2723,569,76,331,30
04/28/2018,Lighthall,Jason,"Lighthall, Jason",N,5,-,-,-,P,,Sr.,Griffin Mitchell,Colorado State University-Pueblo,Mountain West Conference,70,220,R,R,"University of Colorado, Colorado Springs",Mountain West Conference,"Colorado State University-Pueblo_AT_University of Colorado, Colorado Springs_04/28/2018",4,62,9,6,0,0,2,3,62.90%,5,2,2,77,79,15,2,1,4,59,67,7,0,0,2,69,74,3,0,0,0,,,,,,,25,20,,20,,50,25,20,,20,,50,4-Seam,Curveball,Change-Up,,,2511,70,51,339,36
04/22/2018,Holloway,Ryan,"Holloway, Ryan",N,5,-,-,-,P,,Sr.,Griffin Mitchell,U.S. Air Force Academy,Mountain West Conference,74,185,L,L,"University of Nevada, Reno",Mountain West Conference,"University of Nevada, Reno_AT_U.S. Air Force Academy_04/22/2018",9,,6,1,0,2,13,5,65.5,3,2,1,86,89,26,7,2,2,70,74,14,4,3,0,82,84,8,1,1,1,,,,,,,40,40,,35,,55,45,45,,35,,55,,,,,,849,311,76,2966,35
04/29/2018,Fuhrmann,Tanner,"Fuhrmann, Tanner",N,5,-,-,-,P,,Sr.,Griffin Mitchell,Colorado State University-Pueblo,Mountain West Conference,74,190,R,L,"University of Colorado, Colorado Springs",Mountain West Conference,"Colorado State University-Pueblo_AT_University of Colorado, Colorado Springs_04/29/2018",1,14,1,2,0,0,0,0,64.30%,1,1,0,79,81,7,1,1,3,70,73,0,0,0,0,,,,,,,,,,,,,25,20,,,,30,25,20,,,,25,4-Seam,Curveball,,,,2348,509,72,3303,33
04/06/2018,Gotsis,Noah,"Gotsis, Noah",N,5,-,-,-,P,,Sr.,Griffin Mitchell,Regis University (Colorado),Rocky Mountain Athletic Conference,72,180,R,R,"University of Colorado, Colorado Springs",Rocky Mountain Athletic Conference,"Regis University (Colorado)_AT_University of Colorado, Colorado Springs_04/07/2018",3,,6,3,0,1,2,4,70.4,5,0,1,84,87,16,2,1,2,74,78,9,1,0,3,79,82,9,3,2,1,,,,,,,35,35,,35,,50,40,35,,35,,55,,,,,,837,522,6,4332,39
04/07/2018,Karhoff,Cobe,"Karhoff, Cobe",N,5,-,-,-,P,,So.,Griffin Mitchell,Regis University (Colorado),Rocky Mountain Athletic Conference,72,180,R,R,"University of Colorado, Colorado Springs",Rocky Mountain Athletic Conference,"Regis University (Colorado)_AT_University of Colorado, Colorado Springs_04/08/2018",5,,6,4,0,3,5,4,63.4,3,1,2,83,87,25,5,2,5,72,78,12,1,1,2,,,,,,,,,,,,,35,35,,,,50,50,40,,,,55,,,,,,745,553,79,7101,36
04/07/2018,Cowles,Jonathan,"Cowles, Jonathan",N,5,-,-,-,P,,Fr.,Griffin Mitchell,"University of Colorado, Colorado Springs",Rocky Mountain Athletic Conference,71,165,R,R,Metropolitan State University of Denver,Rocky Mountain Athletic Conference,"Metropolitan State University of Denver_AT_University of Colorado, Colorado Springs_04/08/2018",7,,6,4,0,1,12,5,58.4,2,3,1,83,87,25,1,1,4,69,75,9,2,2,4,74,79,2,0,1,0,,,,,,,30,35,,25,,40,45,40,,30,,50,,,,,,1795,613,6,7269,36
04/07/2018,Maloney,Trent,"Maloney, Trent",N,5,-,-,-,P,,Sr.,Griffin Mitchell,Metropolitan State University of Denver,Rocky Mountain Athletic Conference,75,195,R,L,"University of Colorado, Colorado Springs",Rocky Mountain Athletic Conference,"Metropolitan State University of Denver_AT_University of Colorado, Colorado Springs_04/08/2018",7,,4,3,0,0,8,5,72.3,2,1,1,84,90,29,7,3,4,72,79,9,4,2,2,75,83,4,0,1,0,,,,,,,40,35,,25,,55,45,45,,30,,55,,,,,,1859,64,1,7270,37
03/20/2018,Onken,Jeremy,"Onken, Jeremy",N,5,-,-,-,P,,Sr.,Griffin Mitchell,Pine Creek High School,CO,75,205,R,R,Doherty High School,5A Colorado Springs Metro,Doherty Memorial High School_AT_Pine Creek High School_03/21/2018,3,,1,0,1,2,3,0,55.80%,1,0,0,82,85,11,3,1,1,72,74,2,2,1,0,75,80,3,2,0,0,,,,,,,40,30,,35,,35,55,45,,45,,45,,,,,,2593,1765,40,8624,30
03/21/2018,Boles,Jaden,"Boles, Jaden",N,5,-,-,-,P,,Sr.,Griffin Mitchell,Discovery Canyon High School,CO,77,175,R,R,Cheyenne Moutain High School,Pikes Peak League 4/5A,Cheyenne Mountain High School_AT_Discovery Canyon High School_03/22/2018,2.3,,7,8,0,3,4,1,44.10%,3,2,2,80,83,16,3,3,2,64,70,1,0,0,0,78,81,4,2,2,1,,,,,,,30,25,,25,,20,45,30,,30,,30,,,,,,2210,699,46,8625,26
04/12/2018,Sides,Brady,"Sides, Brady",N,5,-,-,-,P,,Sr.,Griffin Mitchell,Falcon High School,CO,72,190,R,L,Cheyenne Mountain High School,4A/5A Pikes Peak League,Falcon High School_AT_Cheyenne Mountain High School_04/12/2018,3,65,4,3,2,3,1,2,56.9,1,2,1,81,84,14,3,4,3,66,69,3,2,1,0,,,,,,,,,,,,,35,30,,,,20,40,35,,,,40,,,,,,2704,63,93,8686,29
04/19/2018,Choban,Brady,"Choban, Brady",N,5,-,-,-,P,3B,Sr.,Griffin Mitchell,Lewis Palmer High School,CO,75,170,R,R,Cheyenne Mountain High School,4A/5A Pikes Peak League,Lewis Palmer High School_AT_Cheyenne Mountain High School_04/19/2018,4,,6,4,0,2,1,4,54.1,2,0,4,85,87,20,5,1,5,76,79,6,4,1,0,80,83,3,1,0,0,,,,,,,35,35,,25,,20,35,30,,20,,30,,,,,,2264,699,45,8702,36
04/04/2018,Cornelio,Riley,"Cornelio, Riley",N,5,-,-,-,P,,Jr.,Griffin Mitchell,Pine Creek High School,5A Colorado Springs Metro,75,190,R,R,Coronado High School,5A Colorado Springs Metro,Coronado High School_AT_Pine Creek High School_04/05/2018,5,,1,0,1,0,3,2,67.7,1,0,0,86,91,26,12,2,0,74,78,5,3,3,0,,,,,,,,,,,,,50,40,,,,50,60,45,,,,55,,,,,,2282,181,75,8736,41
02/17/2018,Hansen,Bailey,"Hansen, Bailey",N,5,-,-,-,P,,So.,Griffin Mitchell,"University of Colorado, Colorado Springs",Rocky Mountain Athletic Conference,77,235,R,R,University of Nebraska at Kearney,Mid-America Intercollegiate Athletics Association,"University of Nebraska at Kearney_AT_University of Colorado, Colorado Springs",5,,3,2,0,3,5,2,58.9,0,1,2,85,88,23,8,5,3,74,77,6,2,1,0,74,78,12,3,1,0,,,,,,,45,30,,30,,40,65,45,,50,,50,,,,,,317,536,24,,41
02/17/2018,Cicere,Colin,"Cicere, Colin",N,5,-,-,-,P,,Jr.,Griffin Mitchell,"University of Colorado, Colorado Springs",Rocky Mountain Athletic Conference,73,170,R,R,University of Nebraska at Kearney,Mid-America Intercollegiate Athletics Association,"University of Nebraska at Kearney_AT_University of Colorado, Colorado Springs",5.3,,6,4,0,2,6,3,54.8,3,3,2,77,83,11,0,1,6,58,65,9,4,3,2,63,70,10,5,2,2,,,,,,,30,50,,45,,55,35,55,,55,,60,,,,,,325,536,99,,36
02/01/2018,Santiago,Sergio,"Santiago, Sergio",N,5,-,-,-,P,,Jr.,Harrison Grant,Huston-Tillotson University,Red River Athletic Conference,70,165,L,L,Southwest Assembly of God University,Sooner Athletic Conference,Southwest Assembly of God University vs. Huston-Tillotson University,3.67,,4,4,0,6,3,3,45.8,1,2,1,,,19,0,0,10,,,2,0,0,0,,,4,0,0,2,,,,,,,25,30,,25,,25,35,40,,30,,35,,,,,,35,568,108,788,29
02/01/2018,Black,Matt,"Black, Matt",N,5,-,-,-,P,,Sr.,Harrison Grant,Huston-Tillotson University,Red River Athletic Conference,71,185,R,R,Southwest Assembly of God University,Sooner Athletic Conference,Southwest Assembly of God University vs. Huston-Tillotson University,3,,5,4,1,6,4,0,52.2,1,2,2,,,17,0,0,8,,,3,3,2,0,,,4,0,0,1,,,,,,,30,,40,30,,25,45,,50,35,,35,,,,,,24,1241,60,794,31
02/20/2018,O'Donnell,Nico,"O'Donnell, Nico",N,5,-,-,-,P,,Fr.,Harrison Grant,University of Texas,Big 12,75,180,R,,Lamar University,Southland Conference,Lamar University_AT_University of Texas_02/21/2018,3.33,,3,1,0,3,2,2,56,0,2,1,87,90,11,2,0,5,80,84,4,2,3,0,76,80,1,1,0,0,,,,,,,30,40,30,,,25,40,55,40,,,40,,,,,,836,78,68,1124,30
03/03/2018,Bocchi,Matteo,"Bocchi, Matteo",N,5,-,-,-,P,,Jr.,Harrison Grant,University of Texas,Big 12,76,205,R,,Northwestern University,Big 10,Northwestern University_AT_University of Texas_03/04/2018,4.3,,2,1,1,5,6,3,55.41,1,1,0,89,92,17,2,0,6,81,82,2,1,0,0,87,88,4,0,0,2,80,81,1,0,0,0,30,30,,25,30,30,45,40,,35,40,50,,,,,,820,305,84,2821,33
02/17/2018,Henley,Blair,"Henley, Blair",N,5,-,-,-,P,,So.,Harrison Grant,University of Texas,Big 12,75,190,R,,University of Louisiana-Lafeyette,Sun Belt,University of Louisiana at Lafayette_AT_University of Texas,5,,5,1,1,1,5,5,61.8,4,1,0,89,93,16,3,0,6,77,81,8,5,3,3,81,85,4,2,1,1,,,,,,,40,40,30,,,40,50,55,40,,,50,,,,,,319,114,31,,43
05/13/2018,Probst,Ben,"Probst, Ben",N,5,-,-,-,P,,Fr.,Hugo Belisario,University of Iowa,Big Ten Conference,73,185,R,R,Northwestern University,Big Ten Conference,University of Iowa_AT_Northwestern University_05/13/2018,1.67,27,4,1,0,0,1,2,63.0,3,0,1,86,91,11,0,0,4,73,77,3,1,1,0,,,,,,,,,,,,,50,45,,,,55,55,55,,,,55,4-Seam,Curveball,,,,1553,61,17,3897,54
05/13/2018,Dreyer,Jack,"Dreyer, Jack",N,5,-,-,-,P,,Fr.,Hugo Belisario,University of Iowa,Big Ten Conference,74,200,L,R,Northwestern University,Big Ten Conference,University of Iowa_AT_Northwestern University_05/13/2018,5,87,4,3,0,2,4,4,69.0,2,1,1,84,90,20,4,0,1,69,74,11,2,1,2,76,82,4,1,0,1,,,,,,,50,60,,55,,65,55,65,,60,,70,4-Seam,Curveball,Changeup,,,1601,61,17,3897,50
03/10/2018,Christie,Hank,"Christie, Hank",N,5,-,-,-,P,,So.,Hugo_Belisario,Northwestern University,Big 10,72,185,R,R,Mac Murray College,St. Louis Intercollegiate Athletic Conference,Mac Murray College_AT_Northwestern University,6,,3,0,0,3,7,3,62.3,3,0,0,77,84,26,2,0,3,68,74,11,2,2,0,,,,,,,,,,,,,25,50,,,,45,35,55,,,,55,,,,,,776,583,116,1403,40
03/10/2018,Fordon,Richard,"Fordon, Richard",N,5,-,-,-,P,,Sr.,Hugo_Belisario,Northwestern University,Big 10,75,225,L,L,Mac Murray College,St. Louis Intercollegiate Athletic Conference,Mac Murray College_AT_Northwestern University,2,,4,3,0,0,4,1,62.5,1,1,2,80,89,10,1,0,2,70,76,6,0,0,2,,,,,,,,,,,,,35,,45,,,40,40,,55,,,45,,,,,,845,5,39,1409,47
03/10/2018,Bordignon,Tommy,"Bordignon, Tommy",N,5,-,-,-,P,,Sr.,Hugo_Belisario,Northwestern University,Big 10,72,188,R,R,Mac Murray College,St. Louis Intercollegiate Athletic Conference,Mac Murray College_AT_Northwestern University,1,,0,0,0,0,1,1,80,0,0,0,85,90,3,1,0,0,75,77,2,1,0,0,,,,,,,,,,,,,45,55,,,,60,55,60,,,,65,,,,,,864,578,113,1413,45
03/23/2018,Lavelle,Quinn,"Lavelle, Quinn",N,5,-,-,-,P,,Fr.,Hugo_Belisario,Northwestern University,Big 10,72,190,L,L,University of Illinois Urbana-Champaign,Big 10,University of Illinois Urbana-Champaign_AT_Northwestern University,6.33,,6,3,1,3,9,5,56.30%,2,0,4,76,84,25,1,0,8,69,73,4,0,0,0,,,,,,,,,,,,,30,40,,,,40,45,45,,,,50,,,,,,1517,568,108,2040,45
03/24/2018,Sefchik,Quinten,"Sefchik, Quinten",N,5,-,-,-,P,,RS-Jr.,Hugo_Belisario,University of Illinois Urbana-Champaign,Big 10,73,210,R,L,Northwestern University,Big 10,University of Illinois Urbana-Champaign_AT_Northwestern University,3,,2,0,0,0,4,1,63.40%,1,1,0,85,91,12,3,0,2,78,83,5,1,0,0,74,78,2,0,0,1,,,,,,,45,,50,50,,60,50,,50,55,,65,,,,,,1518,118,89,2162,51
03/25/2018,Pagliarini,Jack,"Pagliarini, Jack",N,5,-,-,-,P,,Fr.,Hugo_Belisario,Northwestern University,Big 10,73,190,L,L,University of Illinois Urbana-Champaign,Big 10,University of Illinois Urbana-Champaign_AT_Northwestern University,6,,5,1,0,4,8,2,58.50%,3,0,2,82,88,10,0,0,2,76,81,21,7,1,1,75,77,8,3,1,1,,,,,,,40,50,,60,,50,45,55,,65,,60,,,,,,1454,1241,80,2221,51
04/20/2018,Landon,Ethan,"Landon, Ethan",N,5,-,-,-,P,,RS-Sr.,Hugo_Belisario,Michigan State University,Big 10,77,225,R,R,Northwestern University,Big 10,Michigan State University_AT_Northwestern University_04/20/2018,7,103,7,3,0,1,4,8,68,2,2,3,85,91,21,0,0,4,72,77,5,2,2,1,76,82,21,8,2,3,,,,,,,50,,45,55,,60,55,,50,60,,65,4-Seam,Slider,Changeup,,,2053,482,80,3467,53
04/07/2018,Henry,Tommy,"Henry, Tommy",N,5,-,-,-,P,,So.,Hugo_Belisario,University of Michigan,Big 10,75,190,L,L,Northwestern University,Big 10,University of Michigan_AT_Northwestern University_04/07/2018,6,,2,0,0,2,0,9,56.863,1,1,0,84,90,27,7,0,4,76,83,15,4,0,1,66,69,0,0,0,0,,,,,,,50,50,,55,,60,55,55,,60,,65,,,,,,2418,470,92,3607,52
04/07/2018,Levy,Josh,"Levy, Josh",N,5,-,-,-,P,,So.,Hugo_Belisario,Northwestern University,Big 10,75,190,R,R,University of Michigan,Big 10,University of Michigan_AT_Northwestern University_04/07/2018,3,,3,2,0,1,0,5,53.19,1,0,2,81,88,6,1,0,1,71,79,11,3,3,2,,,,,,,,,,,,,40,,55,,,55,45,,60,,,55,,,,,,2509,470,92,3607,51
04/22/2018,Mokma,Mike,"Mokma, Mike",N,5,-,-,-,P,,So.,Hugo_Belisario,Michigan State University,Big 10,79,240,R,R,Northwestern University,Big 10,Michigan State University_AT_Northwestern University_04/22/2018,6,88,6,3,0,2,8,4,65,3,0,3,84,91,30,2,0,6,76,77,2,0,0,1,78,84,13,7,0,0,,,,,,,50,50,,60,,50,55,50,,65,,55,4-Seam,Curveball,Changeup,,,2099,1374,42,3618,51
04/22/2018,Tyranski,Mitchell,"Tyranski, Mitchell",N,5,-,-,-,P,,So.,Hugo_Belisario,Michigan State University,Big 10,74,215,L,L,Northwestern University,Big 10,Michigan State University_AT_Northwestern University_04/22/2018,0.33,20,2,2,0,1,0,0,65,2,0,0,84,89,5,3,0,1,72,77,1,0,0,1,,,,,,,,,,,,,45,45,,,,55,50,50,,,,60,4-Seam,Curveball,,,,2102,271,69,3619,54
04/07/2018,Dragini,Ben,"Dragini, Ben",N,5,-,-,-,P,,Fr.,Hugo_Belisario,University of Michigan,Big 10,77,220,L,L,Northwestern University,Big 10,University of Michigan_AT_Northwestern University_04/07/2018,7,,1,0,0,1,8,8,69.7,1,0,0,83,91,24,5,0,0,74,80,16,5,0,0,68,72,1,1,0,0,,,,,,,50,55,,60,,65,55,60,,65,,70,,,,,,1712,1733,66,6964,58
04/07/2018,Criswell,Jeff,"Criswell, Jeff",N,5,-,-,-,P,,Fr.,Hugo_Belisario,University of Michigan,Big 10,75,210,R,R,Northwestern University,Big 10,University of Michigan_AT_Northwestern University_04/07/2018,1,,0,0,0,0,2,0,66.67,0,0,0,90,94,3,1,0,0,81,84,3,0,0,0,87,88,0,0,0,0,,,,,,,60,,,60,55,60,65,,,65,60,65,,,,,,1786,1733,66,6964,61
04/07/2018,Tribucher,William,"Tribucher, William",N,5,-,-,-,P,,Jr.,Hugo_Belisario,University of Michigan,Big 10,75,200,L,L,Northwestern University,Big 10,University of Michigan_AT_Northwestern University_04/07/2018,1,,0,0,0,0,1,0,80,0,0,0,89,93,2,0,0,0,76,76,0,0,0,0,,,,,,,,,,,,,60,,65,,,65,65,,70,,,70,,,,,,1865,1733,66,6964,54
05/19/2018,Alepra,Anthony,"Alepra, Anthony",N,5,-,-,-,P,,Fr.,Hugo_Belisario,Northwestern University,Big 10,75,180,R,R,Belmont University,Ohio Valley Conference,Belmont University_AT_Northwestern University_05/19/2018,3.67,56,6,3,0,0,4,5,73,3,2,1,78,84,21,0,0,9,69,73,5,0,1,1,72,75,2,1,1,0,,,,,,,30,,50,50,,60,40,,55,55,,65,4-Seam,Slider,Changeup,,,3010,96,17,4000,51
05/15/2018,Belcik,Andrew,"Belcik, Andrew",N,5,-,-,-,P,,So.,Hugo_Belisario,University of Notre Dame,Atlantic Coast Conference,73,236,R,R,Northwestern University,Big 10,University of Notre Dame_AT_Northwestern University_05/15/2018,2.00,21,0,0,0,0,0,2,81,0,0,0,84,88,5,1,0,0,75,77,4,3,0,0,80,80,1,1,0,0,,,,,,,45,55,,50,,65,50,60,,55,,65,4-Seam,Curveball,Changeup,,,3009,45,17,3913,54
05/18/2018,Bordignon,Tommy,"Bordignon, Tommy",N,5,-,-,-,P,,Sr.,Hugo_Belisario,Northwestern University,Big 10,72,188,R,R,Belmont University,Ohio Valley Conference,Belmont University_AT_Northwestern University_05/18/2018,2.67,60,5,1,0,2,2,2,57,2,1,2,85,90,19,1,1,3,73,76,3,1,1,0,79,82,3,2,2,1,,,,,,,50,55,,55,,55,55,55,,55,,60,4-Seam,Slider,Changeup,,,864,96,17,3969,53
05/18/2018,Christie,Hank,"Christie, Hank",N,5,-,-,-,P,,So.,Hugo_Belisario,Northwestern University,Big 10,72,185,R,R,Belmont University,Ohio Valley Conference,Belmont University_AT_Northwestern University_05/18/2018,6.33,97,6,3,1,2,2,12,69,2,2,2,79,85,43,5,0,5,67,73,5,0,0,1,74,77,2,0,0,0,,,,,,,40,55,,50,,65,45,60,,55,,70,4-Seam,Curveball,Changeup,,,776,96,17,3969,52
05/15/2018,Junker,Cameron,"Junker, Cameron",N,5,-,-,-,P,,So.,Hugo_Belisario,University of Notre Dame,Atlantic Coast Conference,75,221,R,R,Northwestern University,Big 10,University of Notre Dame_AT_Northwestern University_05/15/2018,0.67,23,2,5,0,1,0,1,57,0,0,2,87,90,5,1,0,3,76,78,0,0,0,0,,,,,,,,,,,,,50,,50,,,55,55,,55,,,60,4-Seam,Slider,,,,3018,45,17,3913,51
05/17/2018,Lavelle,Quinn,"Lavelle, Quinn",N,5,-,-,-,P,,Fr.,Hugo_Belisario,Northwestern University,Big 10,72,190,L,L,Belmont University,Ohio Valley Conference,Belmont University_AT_Northwestern University_05/17/2018,7.00,113,7,1,1,2,6,7,60,1,5,1,78,85,29,1,0,2,69,72,0,0,0,0,72,76,16,5,0,3,,,,,,,40,50,,55,,60,45,55,,60,,65,4-Seam,Curveball,Changeup,,,1517,96,17,3943,52
05/15/2018,Martin,Zach,"Martin, Zach",N,5,-,-,-,P,,So.,Hugo_Belisario,University of Notre Dame,Atlantic Coast Conference,77,224,R,R,Northwestern University,Big 10,University of Notre Dame_AT_Northwestern University_05/15/2018,0.67,30,3,2,0,1,1,0,57,1,1,1,87,92,11,3,0,3,,,,,,,,,,,,,,,,,,,50,,,,,55,55,,,,,55,4-Seam,,,,,3078,45,17,3913,53
05/15/2018,Sheehan,Tommy,"Sheehan, Tommy",N,5,-,-,-,P,INF,Fr.,Hugo_Belisario,University of Notre Dame,Atlantic Coast Conference,75,200,L,L,Northwestern University,Big 10,University of Notre Dame_AT_Northwestern University_05/15/2018,4.00,48,3,0,0,0,2,7,67,2,0,1,85,88,12,3,0,3,,,,,,,79,81,1,0,0,0,83,84,4,2,0,0,45,,,50,55,60,50,20,,55,60,65,4-Seam,,Changeup,Cutter,,3070,45,17,3913,46
03/09/2018,Hamilton,Matt,"Hamilton, Matt",N,5,-,-,-,P,,Fr.,Jack Chavez,Madison Area Technical College,NCCCC,74,210,R,R,Scottsdale Community College,ACCAC,Madison Area Technical College_at_Scottsdale Community College,6,,5,2,2,4,5,7,53.9,3,1,1,82,84,18,5,2,4,72,74,7,2,2,1,77,79,3,0,0,2,0,0,0,0,0,0,35,40,40,,,45,40,45,45,,,50,,,,,,816,1110,97,1433,48
03/10/2018,Vander Kooi,Boyd,"Vander Kooi, Boyd",N,5,-,-,-,P,,Fr.,Jack Chavez,Arizona State University,PAC-12,77,210,R,R,University of North Carolina Wilmington,CAA,University of North Carolina at Wilmington_at_Arizona State University,5.7,,8,2,0,2,6,3,57.5,4,2,2,89,93,18,2,2,5,76,79,5,2,1,2,83,86,4,4,3,0,0,0,0,0,0,0,55,55,60,,,55,65,60,65,,,60,,,,,,724,61,86,1487,55
03/13/2018,Evans,Jalen,"Evans, Jalen",N,5,-,-,-,P,,So.,Jack Chavez,Western Oklahoma State College,Bi-State Conference,73,200,R,R,Scottsdale Community College,ACCAC,Western Oklahoma State College_at_Scottsdale Community College,4,,4,2,0,3,6,5,67.8,1,0,3,88,90,17,0,0,4,77,79,6,2,1,0,84,86,1,0,0,0,,,,,,,55,55,45,,,60,60,60,55,45,,65,,,,,,1213,63,93,1560,55
03/16/2018,Martinez,Victor,"Martinez, Victor",N,5,-,-,-,P,,So.,Jack Chavez,Western Oklahoma State College,Bi-State Conference,74,225,R,R,Scottsdale Community College,ACCAC,Western Oklahoma State College_at_Scottsdale Community College,4,,4,2,0,3,7,0,64.1,2,2,0,93,96,21,4,0,1,69,74,4,2,1,0,87,89,5,3,1,0,79,82,0,0,0,0,65,55,60,45,,55,70,60,65,50,,60,,,,,,1377,858,97,1751,56
03/20/2018,Hilton,Jacob,"Hilton, Jacob",N,5,-,-,-,P,,Fr.,Jack Chavez,Central Arizona College,ACCAC,75,220,R,R,Gateway Community College,ACCAC,Central Arizona College_at_Gateway Community College,6.3,,2,1,0,2,9,4,62.90%,1,0,1,88,91,27,5,0,1,69,74,1,0,0,0,79,83,2,2,2,0,,,,,,,60,50,55,,,55,65,55,60,,,60,,,,,,1458,268,61,1991,54
03/22/2018,Costello,Tommy,"Costello, Tommy",N,5,-,-,-,P,,So.,Jack Chavez,Yavapai College,ACCAC,73,200,L,L,Scottsdale Community College,ACCAC,Yavapai College_at_Scottsdale Community College,7.7,,6,1,0,0,7,7,61.50%,2,3,1,87,89,34,9,2,3,76,79,7,2,1,2,71,74,1,1,0,0,,,,,,,55,50,50,,,55,60,55,55,,,60,,,,,,1534,501,46,2033,51
03/27/2018,Deeds,Connor,"Deeds, Connor",N,5,-,-,-,P,,So.,Jack Chavez,South Mountain Community College,ACCAC,73,195,R,R,Scottsdale Community College,ACCAC,South Mountain Community College_at_Scottsdale Community College,6,,4,0,0,2,6,4,65.5,1,3,0,85,87,21,4,2,2,78,81,5,3,1,1,74,76,4,0,0,0,,,,,,,50,50,40,,,55,55,55,45,,,60,,,,,,1574,1330,70,2318,49
03/08/2018,Romero,Sam,"Romero, Sam",N,5,-,-,-,P,,Jr.,Jack Chavez,Arizona State University,PAC-12,74,180,R,R,University of North Carolina at Wilmington,CAA,University of North Carolina at Wilmington_at_Arizona State University,4.3,,8,4,1,0,5,3,62.5,1,5,2,90,92,33,8,3,7,75,78,0,0,0,0,85,87,2,1,0,0,80,83,6,4,2,0,55,40,40,60,,55,60,45,45,65,,60,,,,,,855,310,72,2991,49
03/30/2018,Sieglitz,Josh,"Sieglitz, Josh",N,5,-,-,-,P,,So.,Jack Chavez,Gateway Community College,ACCAC,74,160,R,R,Yavapai College,ACCAC,Yavapai College_AT_Gateway Community College_03/30/2018,6.33,,3,1,1,4,11,5,55.4,0,2,1,84,88,24,7,3,2,77,83,10,5,4,0,73,77,2,0,0,0,,,,,,,50,55,,40,,45,55,60,,45,,55,,,,,,2705,454,111,8649,48
02/09/2018,Stockman,Tristan,"Stockman, Tristan",N,5,-,-,-,P,,So.,Jack Chavez,Scottsdale Community College,ACCAC,76,220,L,L,Pima Community College,ACCAC,Pima Community College_at_Scottsdale Community College,5,,0,0,1,4,5,4,54.5,0,0,0,87,89,25,5,2,1,74,76,2,0,0,0,81,83,13,8,3,0,,,,,,,50,40,55,,,50,55,45,60,,,60,,,,,,39,401,26,,51
02/23/2018,Milam,Kevin,"Milam, Kevin",N,5,-,-,-,P,,So.,Jack Chavez,Saint Marys College of California,West Coast Conference,73,200,R,R,Arizona State University,PAC2,St. Mary's College_at_Arizona State University,6,,6,5,0,0,7,3,61.8,5,1,0,90,92,21,1,0,6,77,79,5,2,2,0,81,84,11,5,3,1,75,77,2,0,0,0,55,50,60,45,,55,60,55,65,50,,60,,,,,,611,144,29,,53
